vin,car_name,year,date,sale_price,times_viewed,body_type,transmission,variant,assured_buy,City,State,is_hot,rto,source,make,model,car_availability,total_owners,borker_quote,original_price,car_rating,ad_created_on,fitness_certificate,reserved,warranty_av
1HG265VK5244,honda civic,2021,2/23/2021,34499,1670,sedan,dual,civic lt,TRUE,San Faransisco,CA,TRUE,dl3c,inperson_sale,honda,civic,in_stock,1,34310,34960.2,great,2/23/2021 13:04:28,TRUE,FALSE,FALSE
1HG265VK5468,honda civic,2021,4/8/2021,41449,1513,sedan,dual,civic lt,TRUE,San Faransisco,CA,TRUE,dl4c,inperson_sale,honda,civic,in_stock,2,41520,42170.6,great,4/8/2021 11:24:04,TRUE,FALSE,TRUE
1HG265VK5627,honda civic,2020,10/7/2020,43399,1708,sedan,dual,civic lt,TRUE,San Faransisco,CA,TRUE,dl3c,inperson_sale,honda,civic,in_stock,1,47076,58760.3,great,10/7/2020 21:00:06,TRUE,FALSE,TRUE
1HG265VK5355,honda civic,2021,2/19/2021,107433,3081,sedan,automatic,civic lt,TRUE,San Faransisco,CA,TRUE,hr26,inperson_sale,honda,civic,in_stock,1,106250,106250,great,2/19/2021 13:12:03,TRUE,FALSE,TRUE
1HG265VK5892,honda civic,2021,4/13/2021,67099,686,sedan,automatic,civic lt,TRUE,San Faransisco,CA,TRUE,dl10,inperson_sale,honda,civic,in_transit,1,67232,67882.4,great,4/13/2021 7:23:09,TRUE,TRUE,TRUE
1HG265VK5748,honda civic,2020,10/21/2020,41439,1514,sedan,dual,civic lt,TRUE,San Faransisco,CA,TRUE,dl3c,inperson_sale,honda,civic,in_stock,1,36570,46649.4,great,10/21/2020 6:13:43,TRUE,FALSE,TRUE
1HG265VK5404,honda civic,2021,3/30/2021,31859,772,sedan,dual,civic lt,TRUE,San Faransisco,CA,TRUE,dl3c,inperson_sale,honda,civic,in_stock,3,29098,29098.9,great,3/30/2021 11:31:22,TRUE,FALSE,TRUE
1HG265VK5714,honda civic,2021,3/26/2021,18149,4763,sedan,dual,civic lt,TRUE,San Faransisco,CA,TRUE,dl4c,inperson_sale,honda,civic,in_stock,2,18400,18899.9,great,3/26/2021 11:12:15,TRUE,FALSE,TRUE
1HG265VK5441,honda civic,2021,3/1/2021,33549,613,sedan,dual,civic lt,TRUE,San Faransisco,CA,TRUE,hr26,inperson_sale,honda,civic,in_stock,1,30199,30199.6,great,3/1/2021 10:53:33,TRUE,FALSE,TRUE
1HG265VK5394,honda civic,2021,4/7/2021,32379,531,sedan,dual,civic lt,TRUE,San Faransisco,CA,TRUE,dl3c,inperson_sale,honda,civic,in_stock,2,31675,31675.1,great,4/7/2021 9:28:27,TRUE,FALSE,TRUE
1HG265VK5715,honda civic,2021,2/10/2021,17329,2816,sedan,dual,civic lt,TRUE,San Faransisco,CA,TRUE,dl3c,inperson_sale,honda,civic,in_stock,1,15600,15600,great,2/10/2021 12:05:13,TRUE,FALSE,TRUE
1HG265VK5543,honda civic,2021,1/28/2021,23669,1113,sedan,dual,civic lt,TRUE,San Faransisco,CA,TRUE,dl7c,inperson_sale,honda,civic,in_stock,1,21000,27654,great,1/28/2021 9:46:41,TRUE,FALSE,TRUE
1HG265VK5425,honda civic,2021,2/27/2021,32999,685,sedan,dual,civic lt,TRUE,San Faransisco,CA,TRUE,dl4c,inperson_sale,honda,civic,in_stock,2,30390,30390.9,great,2/27/2021 14:10:52,TRUE,FALSE,TRUE
1HG265VK5870,honda civic,2021,3/18/2021,50859,1175,sedan,dual,civic lt,TRUE,San Faransisco,CA,TRUE,up16,inperson_sale,honda,civic,in_stock,1,51714,52464.9,great,3/18/2021 11:22:49,TRUE,TRUE,TRUE
1HG265VK5869,honda civic,2021,3/15/2021,29399,1183,sedan,dual,civic lt,TRUE,San Faransisco,CA,TRUE,dl9c,inperson_sale,honda,civic,in_stock,1,27178,27178.5,great,3/15/2021 11:32:03,TRUE,TRUE,TRUE
1HG265VK5749,honda civic,2021,3/5/2021,19499,1332,sedan,dual,civic lt,TRUE,San Faransisco,CA,TRUE,hr26,inperson_sale,honda,civic,in_stock,1,15435,15435,good,3/5/2021 15:40:56,TRUE,FALSE,TRUE
1HG265VK5389,honda civic,2020,12/28/2020,43369,2974,sedan,dual,civic lt,TRUE,San Faransisco,CA,TRUE,dl3c,inperson_sale,honda,civic,in_stock,1,43100,53990,great,12/28/2020 11:55:02,TRUE,FALSE,TRUE
1HG265VK5500,honda civic,2021,3/4/2021,29619,362,sedan,dual,civic lt,TRUE,San Faransisco,CA,TRUE,dl4c,inperson_sale,honda,civic,in_stock,1,28112,36330.5,great,3/4/2021 0:08:39,TRUE,FALSE,TRUE
1HG265VK5539,honda civic,2021,4/4/2021,35679,1213,sedan,dual,civic lt,TRUE,San Faransisco,CA,TRUE,hr51,inperson_sale,honda,civic,in_stock,3,33000,33000,great,4/4/2021 16:51:48,TRUE,FALSE,TRUE
1HG265VK5957,honda civic,2021,3/10/2021,62389,17476,sedan,automatic,civic lt,TRUE,San Faransisco,CA,TRUE,hr26,inperson_sale,honda,civic,in_stock,1,62093,62693.2,great,3/10/2021 9:40:54,TRUE,TRUE,TRUE
1HG265VK5920,honda civic,2021,1/19/2021,22789,2342,sedan,dual,civic lt,TRUE,San Faransisco,CA,TRUE,dl4c,inperson_sale,honda,civic,in_stock,1,20050,26495,great,1/19/2021 16:30:04,TRUE,TRUE,FALSE
1HG265VK5309,honda civic,2021,3/22/2021,42579,2989,sedan,dual,civic lt,TRUE,San Faransisco,CA,TRUE,dl4c,inperson_sale,honda,civic,in_stock,1,38500,38500,great,3/22/2021 7:50:14,TRUE,FALSE,TRUE
1HG265VK5808,honda civic,2021,3/4/2021,52209,2929,sedan,dual,civic lt,TRUE,San Faransisco,CA,TRUE,dl10,inperson_sale,honda,civic,in_stock,1,54690,55340.2,great,3/4/2021 4:51:12,TRUE,TRUE,TRUE
1HG265VK5962,honda civic,2021,4/13/2021,32849,878,sedan,dual,civic lt,TRUE,San Faransisco,CA,TRUE,hr51,inperson_sale,honda,civic,in_transit,3,25229,25229.3,good,4/13/2021 9:16:04,TRUE,TRUE,TRUE
1HG265VK5699,honda civic,2021,3/16/2021,34019,420,sedan,dual,civic lt,TRUE,San Faransisco,CA,TRUE,dl4c,inperson_sale,honda,civic,in_stock,1,32006,32006.8,great,3/16/2021 13:18:06,TRUE,FALSE,FALSE
1HG265VK5850,honda civic,2021,2/5/2021,78089,6279,sedan,dual,civic lt,TRUE,San Faransisco,CA,TRUE,dl14,inperson_sale,honda,civic,in_stock,1,82825,100710.6,great,2/5/2021 7:33:46,TRUE,TRUE,TRUE
1HG265VK5713,honda civic,2021,4/5/2021,34789,2053,sedan,automatic,civic lt,TRUE,San Faransisco,CA,TRUE,dl7c,inperson_sale,honda,civic,in_stock,4,37120,37770.2,great,4/5/2021 8:37:39,TRUE,FALSE,TRUE
1HG265VK5854,honda civic,2021,3/10/2021,86879,2437,sedan,automatic,civic lt,TRUE,San Faransisco,CA,TRUE,dl3c,inperson_sale,honda,civic,in_stock,1,89520,90170.3,great,3/10/2021 11:18:04,TRUE,TRUE,TRUE
1HG265VK5463,honda civic,2021,4/3/2021,29869,1059,sedan,dual,civic lt,TRUE,San Faransisco,CA,TRUE,dl9c,inperson_sale,honda,civic,in_stock,1,29360,30589.9,great,4/3/2021 11:27:25,TRUE,FALSE,TRUE
1HG265VK5432,honda civic,2021,4/4/2021,21829,852,hatchback,dual,civic hatchback ex,FALSE,San Faransisco,CA,TRUE,hr51,inperson_sale,honda,civic,in_stock,2,19643,24830.1,good,4/4/2021 16:45:17,TRUE,FALSE,TRUE
1HG265VK5447,honda civic,2021,3/27/2021,45479,754,hatchback,automatic,civic hatchback ex,TRUE,San Faransisco,CA,TRUE,up16,inperson_sale,honda,civic,in_stock,2,44664,46819.9,great,3/27/2021 10:13:18,TRUE,FALSE,TRUE
1HG265VK5776,honda civic,2021,2/27/2021,27069,1981,hatchback,dual,civic hatchback ex,TRUE,San Faransisco,CA,TRUE,dl3c,inperson_sale,honda,civic,in_stock,1,23470,23470,great,2/27/2021 4:54:31,TRUE,TRUE,TRUE
1HG265VK5323,honda civic,2021,2/20/2021,27679,622,hatchback,dual,civic hatchback ex,TRUE,San Faransisco,CA,TRUE,dl7c,inperson_sale,honda,civic,in_stock,1,25312,28349.9,good,2/20/2021 15:10:42,TRUE,FALSE,TRUE
1HG265VK5293,honda civic,2021,3/18/2021,29119,1995,hatchback,dual,civic hatchback ex,TRUE,San Faransisco,CA,TRUE,hr26,inperson_sale,honda,civic,in_stock,2,28582,29182.1,great,3/18/2021 23:35:15,TRUE,FALSE,TRUE
1HG265VK5231,honda civic,2021,3/3/2021,40989,1136,hatchback,automatic,civic hatchback ex,TRUE,San Faransisco,CA,TRUE,dl4c,inperson_sale,honda,civic,in_stock,1,38045,38045.9,great,3/3/2021 10:05:48,TRUE,FALSE,TRUE
1HG265VK5378,honda civic,2021,2/13/2021,27119,1142,hatchback,dual,civic hatchback ex,TRUE,San Faransisco,CA,TRUE,dl7c,inperson_sale,honda,civic,in_stock,3,28061,36269.1,great,2/13/2021 17:11:52,TRUE,FALSE,TRUE
1HG265VK5559,honda civic,2021,2/15/2021,23959,699,hatchback,dual,civic hatchback ex,TRUE,San Faransisco,CA,TRUE,dl4c,inperson_sale,honda,civic,in_stock,2,22854,22854.6,great,2/15/2021 15:06:12,TRUE,FALSE,TRUE
1HG265VK5257,honda civic,2021,3/3/2021,26529,1655,hatchback,dual,civic hatchback ex,TRUE,San Faransisco,CA,TRUE,dl4c,inperson_sale,honda,civic,in_stock,1,26043,33806.2,great,3/3/2021 14:12:03,TRUE,FALSE,TRUE
1HG265VK5235,honda civic,2021,3/6/2021,34539,1782,hatchback,dual,civic hatchback ex,TRUE,San Faransisco,CA,TRUE,dl9c,inperson_sale,honda,civic,in_stock,2,33952,34602.8,great,3/6/2021 11:40:14,TRUE,FALSE,TRUE
1HG265VK5871,honda civic,2021,3/26/2021,26339,1539,hatchback,dual,civic hatchback ex,TRUE,San Faransisco,CA,TRUE,hr26,inperson_sale,honda,civic,in_stock,2,23081,23081.6,great,3/26/2021 17:41:31,TRUE,TRUE,TRUE
1HG265VK5267,honda civic,2021,4/17/2021,35419,541,hatchback,dual,civic hatchback ex,TRUE,San Faransisco,CA,TRUE,hr26,inperson_sale,honda,civic,in_stock,1,34760,36819.9,great,4/17/2021 14:05:23,TRUE,FALSE,TRUE
1HG265VK5816,honda civic,2021,4/1/2021,38069,1499,hatchback,dual,civic hatchback ex,FALSE,San Faransisco,CA,TRUE,dl14,inperson_sale,honda,civic,in_stock,1,39315,39965.4,great,4/1/2021 6:34:23,TRUE,TRUE,TRUE
1HG265VK5411,honda civic,2021,4/8/2021,28969,2315,hatchback,dual,civic hatchback ex,TRUE,San Faransisco,CA,TRUE,hr51,inperson_sale,honda,civic,in_stock,2,26804,33430.5,great,4/8/2021 10:02:30,TRUE,FALSE,TRUE
1HG265VK7317,honda pilot,2019,8/28/2019,60000,139,suv,dual,pilot ex,FALSE,New York,NY,FALSE,mh43,online,honda,pilot,,1,35800,35800,fair,8/28/2019 5:04:34,TRUE,FALSE,TRUE
1HG265VK5190,honda pilot,2019,12/2/2019,80000,206,suv,dual,pilot ex,FALSE,Los Angelas,CA,FALSE,ka04,online,honda,pilot,in_stock,1,44300,44300,fair,12/2/2019 12:03:40,TRUE,FALSE,TRUE
1HG265VK8449,honda pilot,2021,4/4/2021,70699,3446,suv,automatic,pilot touring,TRUE,Denver,CO,TRUE,ap37,inperson_sale,honda,pilot,in_stock,1,70137,70137.7,great,4/4/2021 12:38:32,TRUE,TRUE,TRUE
1HG265VK8812,honda pilot,2021,3/21/2021,71369,1969,suv,dual,pilot ex-l,TRUE,Houston,TX,TRUE,tn10,inperson_sale,honda,pilot,in_stock,1,71724,84166.3,great,3/21/2021 4:52:36,TRUE,FALSE,TRUE
1HG265VK9009,honda pilot,2021,4/8/2021,72379,1239,suv,dual,pilot ex-l,TRUE,Houston,TX,TRUE,tn59,inperson_sale,honda,pilot,in_stock,1,72058,72058.9,great,4/8/2021 9:42:11,TRUE,FALSE,TRUE
1HG265VK9124,honda pilot,2021,4/17/2021,81949,594,suv,dual,pilot ex-l,TRUE,Houston,TX,TRUE,tn10,inperson_sale,honda,pilot,in_stock,2,83908,84058,great,4/17/2021 14:22:45,TRUE,TRUE,TRUE
1HG265VK9402,honda pilot,2021,3/18/2021,72309,968,suv,dual,pilot ex-l,FALSE,Seattle,WA,TRUE,gj05,inperson_sale,honda,pilot,in_stock,1,75309,90588,great,3/18/2021 9:16:09,TRUE,FALSE,TRUE
1HG265VK9359,honda pilot,2021,3/16/2021,65489,1919,suv,automatic,pilot ex-l,TRUE,Seattle,WA,TRUE,gj05,inperson_sale,honda,pilot,in_stock,1,64975,78497.9,great,3/16/2021 7:24:26,TRUE,FALSE,TRUE
1HG265VK9330,honda pilot,2021,3/26/2021,65039,1592,suv,dual,pilot ex-l,TRUE,Seattle,WA,TRUE,gj23,inperson_sale,honda,pilot,in_stock,2,66827,80665.1,great,3/26/2021 8:07:00,TRUE,FALSE,TRUE
1HG265VK9266,honda pilot,2020,10/21/2020,66869,4970,suv,dual,pilot touring,TRUE,Seattle,WA,TRUE,gj01,inperson_sale,honda,pilot,in_stock,1,73175,88091.9,great,10/21/2020 12:46:59,TRUE,FALSE,TRUE
1HG265VK9432,honda pilot,2021,4/4/2021,59989,2294,suv,dual,pilot touring,TRUE,Seattle,WA,TRUE,gj27,inperson_sale,honda,pilot,in_stock,1,58283,70669.2,great,4/4/2021 10:54:45,TRUE,FALSE,TRUE
1HG265VK7127,honda pilot,2021,3/12/2021,47629,1173,suv,dual,pilot ex,TRUE,New York,NY,TRUE,mh02,inperson_sale,honda,pilot,in_stock,1,45386,45386.8,great,3/12/2021 8:53:58,TRUE,FALSE,TRUE
1HG265VK6939,honda pilot,2021,3/8/2021,48229,974,suv,dual,pilot ex,TRUE,New York,NY,TRUE,mh04,inperson_sale,honda,pilot,in_stock,1,46480,46480.9,great,3/8/2021 10:34:27,TRUE,FALSE,TRUE
1HG265VK6527,honda pilot,2021,2/25/2021,49749,2509,suv,dual,pilot ex,TRUE,New York,NY,TRUE,mh47,inperson_sale,honda,pilot,in_stock,1,48439,48439.4,great,2/25/2021 10:06:06,TRUE,FALSE,TRUE
1HG265VK7185,honda pilot,2021,2/17/2021,43739,1331,suv,dual,pilot ex,TRUE,New York,NY,TRUE,mh03,inperson_sale,honda,pilot,in_stock,1,43950,44100.3,great,2/17/2021 7:38:01,TRUE,TRUE,TRUE
1HG265VK6789,honda pilot,2021,2/12/2021,77189,1123,suv,dual,pilot ex-l,FALSE,New York,NY,TRUE,mh04,inperson_sale,honda,pilot,in_stock,1,80475,80625.1,great,2/12/2021 11:49:07,TRUE,FALSE,TRUE
1HG265VK6863,honda pilot,2021,3/7/2021,67559,1071,suv,dual,pilot ex-l,TRUE,New York,NY,TRUE,mh03,inperson_sale,honda,pilot,in_stock,1,68361,68361.7,great,3/7/2021 13:38:56,TRUE,FALSE,TRUE
1HG265VK6337,honda pilot,2021,3/25/2021,86349,1168,suv,dual,pilot ex-l,TRUE,New York,NY,TRUE,mh48,inperson_sale,honda,pilot,in_stock,1,89383,89533.7,great,3/25/2021 12:46:40,TRUE,FALSE,TRUE
1HG265VK6622,honda pilot,2021,3/9/2021,69359,989,suv,dual,pilot ex-l,TRUE,New York,NY,TRUE,mh02,inperson_sale,honda,pilot,in_stock,2,71578,71728,great,3/9/2021 19:28:57,TRUE,FALSE,TRUE
1HG265VK6900,honda pilot,2021,3/7/2021,72859,777,suv,dual,pilot ex-l,TRUE,New York,NY,TRUE,mh04,inperson_sale,honda,pilot,in_stock,1,76743,76893.7,great,3/7/2021 10:22:27,TRUE,FALSE,TRUE
1HG265VK9626,honda pilot,2021,3/18/2021,38999,1721,suv,dual,pilot ex,TRUE,Portland,OR,TRUE,hr26,inperson_sale,honda,pilot,in_stock,2,35807,35807.5,great,3/18/2021 23:34:16,TRUE,TRUE,TRUE
1HG265VK9892,honda pilot,2021,4/8/2021,64409,5646,suv,automatic,pilot ex-l,TRUE,Las Vegas,NV,TRUE,up32,inperson_sale,honda,pilot,in_stock,1,63322,63322.5,great,4/8/2021 8:47:38,TRUE,FALSE,TRUE
1HG265VK7557,honda pilot,2021,3/30/2021,83929,908,suv,dual,pilot ex-l,TRUE,New Jersey,NJ,TRUE,mh14,inperson_sale,honda,pilot,in_stock,1,84194,84344.4,great,3/30/2021 5:15:24,TRUE,FALSE,TRUE
1HG265VK7556,honda pilot,2021,4/2/2021,81649,1188,suv,dual,pilot ex-l,TRUE,New Jersey,NJ,TRUE,mh12,inperson_sale,honda,pilot,in_stock,1,84599,84749.5,great,4/2/2021 10:12:48,TRUE,FALSE,TRUE
1HG265VK4404,honda pilot,2021,3/24/2021,50489,1654,suv,dual,pilot ex,TRUE,Los Angelas,CA,TRUE,ka05,inperson_sale,honda,pilot,in_stock,1,49912,52489.9,great,3/24/2021 11:40:30,TRUE,FALSE,TRUE
1HG265VK4865,honda pilot,2021,4/6/2021,75049,1634,suv,dual,pilot ex-l,TRUE,Los Angelas,CA,TRUE,ka53,inperson_sale,honda,pilot,in_stock,1,77924,78074.1,great,4/6/2021 11:28:24,TRUE,FALSE,TRUE
1HG265VK3652,honda pilot,2021,3/8/2021,70989,2443,suv,dual,pilot ex-l,TRUE,Philadelphia,PA,TRUE,up16,inperson_sale,honda,pilot,in_stock,1,73871,91723.2,great,3/8/2021 11:27:21,TRUE,FALSE,TRUE
1HG265VK6028,honda pilot,2021,4/1/2021,43069,962,suv,dual,pilot ex,TRUE,San Faransisco,CA,TRUE,dl3c,inperson_sale,honda,pilot,in_stock,2,40742,40742.2,great,4/1/2021 8:46:42,TRUE,TRUE,TRUE
1HG265VK5535,honda pilot,2021,3/28/2021,45399,1481,suv,dual,pilot ex,TRUE,San Faransisco,CA,TRUE,hr26,inperson_sale,honda,pilot,in_stock,1,41000,41000,great,3/28/2021 13:11:18,TRUE,FALSE,TRUE
1HG265VK5465,honda pilot,2021,4/11/2021,56059,1766,suv,dual,pilot ex-l,TRUE,San Faransisco,CA,TRUE,dl1c,inperson_sale,honda,pilot,in_stock,1,58129,56219.9,great,4/11/2021 11:07:22,TRUE,FALSE,TRUE
1HG265VK9785,kia sorento,2021,3/7/2021,59579,675,suv,dual,sorento sr 4wd,TRUE,Atlanta,GA,TRUE,hr26,inperson_sale,kia,sorento,out_of_stock,1,61511,62111.9,great,3/7/2021 12:44:12,TRUE,TRUE,TRUE
1HG265VK7285,kia sorento,2021,3/9/2021,56529,762,suv,dual,sorento sr 4wd,FALSE,New York,NY,TRUE,mh04,inperson_sale,kia,sorento,in_stock,2,58569,58719.1,great,3/9/2021 11:35:52,TRUE,TRUE,TRUE
1HG265VK5929,kia sorento,2021,2/20/2021,62129,1144,suv,dual,sorento sr 4wd,TRUE,San Faransisco,CA,TRUE,up14,inperson_sale,kia,sorento,in_transit,1,61073,76365,great,2/20/2021 11:11:51,TRUE,TRUE,TRUE
1HG265VK9181,nissan leaf,2021,4/18/2021,27849,3262,sedan,dual,leaf hybrid lr 2wd,TRUE,Chicago,IL,TRUE,wb02,inperson_sale,nissan,leaf,in_stock,1,23479,28139.9,good,4/18/2021 11:20:11,TRUE,FALSE,FALSE
1HG265VK8037,nissan leaf,2021,3/15/2021,31999,3831,sedan,dual,leaf hybrid lr 2wd,TRUE,Denver,CO,TRUE,ts07,inperson_sale,nissan,leaf,in_stock,1,30000,37234,great,3/15/2021 12:43:39,TRUE,FALSE,TRUE
1HG265VK8136,nissan leaf,2021,3/26/2021,29669,2557,sedan,dual,leaf hybrid lr 2wd,TRUE,Denver,CO,TRUE,ts08,inperson_sale,nissan,leaf,in_stock,1,24450,30629.9,good,3/26/2021 10:08:28,TRUE,TRUE,TRUE
1HG265VK8909,nissan leaf,2021,2/6/2021,26649,2511,sedan,dual,leaf hybrid lr 2wd,TRUE,Houston,TX,TRUE,tn02,inperson_sale,nissan,leaf,in_stock,1,25600,31164,great,2/6/2021 12:26:42,TRUE,FALSE,TRUE
1HG265VK9221,nissan leaf,2021,4/21/2021,27319,231,sedan,automatic,leaf hybrid lr 2wd,TRUE,Seattle,WA,TRUE,gj18,inperson_sale,nissan,leaf,,1,22946,22946.6,good,4/21/2021 12:02:40,TRUE,FALSE,TRUE
1HG265VK9208,nissan leaf,2021,4/12/2021,31019,749,sedan,dual,leaf hybrid lr 2wd,FALSE,Seattle,WA,TRUE,gj01,inperson_sale,nissan,leaf,in_stock,1,27949,34791.7,great,4/12/2021 7:56:35,TRUE,FALSE,FALSE
1HG265VK9352,nissan leaf,2021,4/2/2021,20959,1661,sedan,dual,leaf hybrid lr 2wd,TRUE,Seattle,WA,TRUE,gj18,inperson_sale,nissan,leaf,in_stock,1,21020,21170,great,4/2/2021 11:47:54,TRUE,FALSE,TRUE
1HG265VK9495,nissan leaf,2021,4/1/2021,23709,814,sedan,automatic,leaf hybrid lr 2wd,TRUE,Seattle,WA,TRUE,gj18,inperson_sale,nissan,leaf,in_stock,1,22749,22749.3,great,4/1/2021 5:35:11,TRUE,TRUE,TRUE
1HG265VK6213,nissan leaf,2021,2/4/2021,22299,3424,sedan,dual,leaf hybrid lr 2wd,TRUE,New York,NY,TRUE,mh02,inperson_sale,nissan,leaf,in_stock,1,22289,22309.9,great,2/4/2021 8:49:58,TRUE,FALSE,TRUE
1HG265VK6782,nissan leaf,2021,3/12/2021,30689,32019,sedan,automatic,leaf hybrid lr 2wd,TRUE,New York,NY,TRUE,mh02,inperson_sale,nissan,leaf,in_stock,1,29256,29256.4,great,3/12/2021 8:17:29,TRUE,FALSE,TRUE
1HG265VK6567,nissan leaf,2021,3/19/2021,25939,5474,sedan,dual,leaf hybrid lr 2wd,TRUE,New York,NY,TRUE,mh43,inperson_sale,nissan,leaf,in_stock,1,25358,25358.3,great,3/19/2021 6:08:32,TRUE,FALSE,TRUE
1HG265VK6499,nissan leaf,2021,3/18/2021,27439,723,sedan,dual,leaf hybrid lr 2wd,TRUE,New York,NY,TRUE,mh43,inperson_sale,nissan,leaf,in_stock,1,25996,25996.5,great,3/18/2021 9:57:47,TRUE,FALSE,TRUE
1HG265VK6372,nissan leaf,2021,3/9/2021,26199,840,sedan,dual,leaf hybrid lr 2wd,TRUE,New York,NY,TRUE,mh48,inperson_sale,nissan,leaf,in_stock,1,23884,23884.6,great,3/9/2021 19:40:24,TRUE,FALSE,TRUE
1HG265VK9559,nissan leaf,2021,3/11/2021,22139,1649,sedan,dual,leaf hybrid lr 2wd,TRUE,Portland,OR,TRUE,dl3c,inperson_sale,nissan,leaf,in_stock,1,23036,30137.5,great,3/11/2021 13:44:12,TRUE,FALSE,TRUE
1HG265VK9889,nissan leaf,2021,3/12/2021,22609,3023,sedan,dual,leaf hybrid lr 2wd,TRUE,Las Vegas,NV,TRUE,up32,inperson_sale,nissan,leaf,in_stock,1,19006,24658.4,good,3/12/2021 13:11:09,TRUE,FALSE,TRUE
1HG265VK7948,nissan leaf,2021,4/7/2021,25959,1144,sedan,dual,leaf hybrid lr 2wd,TRUE,New Jersey,NJ,TRUE,mh12,inperson_sale,nissan,leaf,in_stock,1,22877,22877.9,good,4/7/2021 10:29:37,TRUE,TRUE,TRUE
1HG265VK7910,nissan leaf,2021,3/27/2021,34969,1432,sedan,dual,leaf hybrid lr 2wd,TRUE,New Jersey,NJ,TRUE,mh05,inperson_sale,nissan,leaf,in_stock,1,34271,34271.5,great,3/27/2021 8:29:00,TRUE,TRUE,TRUE
1HG265VK7593,nissan leaf,2020,10/18/2020,22119,4735,sedan,dual,leaf hybrid lr 2wd,FALSE,New Jersey,NJ,TRUE,mh46,inperson_sale,nissan,leaf,in_stock,1,23154,27003.4,great,10/18/2020 12:00:01,TRUE,FALSE,TRUE
1HG265VK4994,nissan leaf,2021,2/17/2021,23429,1212,sedan,dual,leaf hybrid lr 2wd,FALSE,Los Angelas,CA,TRUE,ka03,inperson_sale,nissan,leaf,in_stock,2,22738,22738.6,great,2/17/2021 14:48:47,TRUE,TRUE,TRUE
1HG265VK4896,nissan leaf,2021,4/18/2021,35979,785,sedan,automatic,leaf hybrid lr 2wd,TRUE,Los Angelas,CA,TRUE,ka51,inperson_sale,nissan,leaf,in_stock,2,31543,31543.7,great,4/18/2021 11:55:47,TRUE,FALSE,TRUE
1HG265VK5166,nissan leaf,2020,12/19/2020,23289,2235,sedan,dual,leaf hybrid lr 2wd,TRUE,Los Angelas,CA,TRUE,ka53,inperson_sale,nissan,leaf,in_stock,2,24478,30662.1,great,12/19/2020 11:56:05,TRUE,TRUE,FALSE
1HG265VK3782,nissan leaf,2021,4/29/2021,23339,29223,sedan,dual,leaf hybrid lr 2wd,TRUE,Philadelphia,PA,TRUE,dl14,inperson_sale,nissan,leaf,,1,20625,27196.3,good,4/29/2021 1:58:16,TRUE,TRUE,FALSE
1HG265VK3649,nissan leaf,2021,4/6/2021,22139,1922,sedan,dual,leaf hybrid lr 2wd,TRUE,Philadelphia,PA,TRUE,dl1c,inperson_sale,nissan,leaf,in_stock,1,20172,20172.4,good,4/6/2021 10:08:38,TRUE,FALSE,TRUE
1HG265VK3707,nissan leaf,2021,2/17/2021,27789,1185,sedan,automatic,leaf hybrid lr 2wd,TRUE,Philadelphia,PA,TRUE,up14,inperson_sale,nissan,leaf,in_stock,1,27840,36099.6,great,2/17/2021 16:37:34,TRUE,TRUE,TRUE
1HG265VK6019,nissan leaf,2021,3/16/2021,21999,3041,sedan,dual,leaf hybrid lr 2wd,TRUE,San Faransisco,CA,TRUE,dl8c,inperson_sale,nissan,leaf,in_stock,1,20890,20890,great,3/16/2021 12:48:18,TRUE,TRUE,TRUE
1HG265VK5703,nissan leaf,2021,3/10/2021,22489,237,sedan,dual,leaf hybrid lr 2wd,TRUE,San Faransisco,CA,TRUE,dl2c,inperson_sale,nissan,leaf,in_stock,1,18896,25181,good,3/10/2021 15:22:14,TRUE,FALSE,FALSE
1HG265VK7322,toyota rav4,2019,8/22/2019,100000,905,suv,dual,rav4 hybrid se 2wd,FALSE,New York,NY,FALSE,mh04,online,toyota,rav4,,2,67600,67600,good,8/22/2019 13:29:24,TRUE,FALSE,TRUE
1HG265VK7297,toyota rav4,2021,5/26/2021,325000,152,suv,automatic,rav4 hybrid se 2wd,FALSE,New York,NY,FALSE,mh04,customer_to_customer,toyota,rav4,,1,325000,325000,great,5/26/2021 9:13:36,TRUE,TRUE,TRUE
1HG265VK9935,toyota rav4,2019,9/6/2019,110000,327,suv,dual,rav4 hybrid se 2wd,TRUE,Las Vegas,NV,FALSE,up72,online,toyota,rav4,,2,76500,76500,good,9/6/2019 4:20:29,FALSE,FALSE,TRUE
1HG265VK7972,toyota rav4,2019,3/25/2019,160000,1506,suv,automatic,rav4 hybrid se 2wd,FALSE,New Jersey,NJ,FALSE,mh12,,toyota,rav4,,2,119600,119600,great,3/25/2019 13:51:43,TRUE,FALSE,TRUE
1HG265VK5196,toyota rav4,2019,8/24/2019,105000,226,suv,dual,rav4 hybrid se 2wd,TRUE,Los Angelas,CA,FALSE,ka01,online,toyota,rav4,,1,66200,66200,fair,8/24/2019 13:20:36,TRUE,FALSE,TRUE
1HG265VK6116,toyota rav4,2019,9/7/2019,71000,403,suv,dual,rav4 hybrid se 2wd,TRUE,San Faransisco,CA,FALSE,hr12,online,toyota,rav4,,1,47600,47600,overpriced,9/7/2019 5:21:32,TRUE,FALSE,TRUE
1HG265VK3975,toyota rav4,2021,1/21/2021,104090,3083,suv,dual,rav4 hybrid se 2wd,TRUE,Boston,MA,TRUE,hr26,inperson_sale,toyota,rav4,in_stock,2,105274,105874.4,great,1/21/2021 8:18:05,TRUE,FALSE,TRUE
